지점,지점명,일시,기온(°C),습도(%)
119,수원,2024-12-12 14:00,3.9,32
119,수원,2024-12-12 15:00,3.4,33
119,수원,2024-12-12 16:00,2.7,41
119,수원,2024-12-12 17:00,2.5,33
119,수원,2024-12-12 18:00,1.7,38
119,수원,2024-12-12 19:00,1.9,40
119,수원,2024-12-12 20:00,1.1,45
119,수원,2024-12-12 21:00,.6,49
119,수원,2024-12-12 22:00,.5,48
119,수원,2024-12-12 23:00,-.1,52
119,수원,2024-12-13 00:00,.4,39
119,수원,2024-12-13 01:00,.1,37
119,수원,2024-12-13 02:00,-.3,39
119,수원,2024-12-13 03:00,-.9,41
119,수원,2024-12-13 04:00,-1.2,50
119,수원,2024-12-13 05:00,-1.3,50
119,수원,2024-12-13 06:00,-1.5,55
119,수원,2024-12-13 07:00,-1.6,54
119,수원,2024-12-13 08:00,-1.6,52
119,수원,2024-12-13 09:00,-.7,61
119,수원,2024-12-13 10:00,1.4,42
119,수원,2024-12-13 11:00,2.5,38
119,수원,2024-12-13 12:00,3,38
119,수원,2024-12-13 13:00,3.5,34
119,수원,2024-12-13 14:00,4.5,31
119,수원,2024-12-13 15:00,4.4,28
119,수원,2024-12-13 16:00,3.7,28
119,수원,2024-12-13 17:00,2.9,35
119,수원,2024-12-13 18:00,2,37
119,수원,2024-12-13 19:00,1.1,38
119,수원,2024-12-13 20:00,.5,47
119,수원,2024-12-13 21:00,.6,47
119,수원,2024-12-13 22:00,-.2,46
119,수원,2024-12-13 23:00,-1,50
119,수원,2024-12-14 00:00,-1.7,54
119,수원,2024-12-14 01:00,-1.7,51
119,수원,2024-12-14 02:00,-2.2,53
119,수원,2024-12-14 03:00,-2.5,53
119,수원,2024-12-14 04:00,-3.3,56
119,수원,2024-12-14 05:00,-4.1,59
119,수원,2024-12-14 06:00,-4.9,64
119,수원,2024-12-14 07:00,-5.3,68
119,수원,2024-12-14 08:00,-5.2,67
119,수원,2024-12-14 09:00,-1.9,53
119,수원,2024-12-14 10:00,-.6,47
119,수원,2024-12-14 11:00,.3,43
119,수원,2024-12-14 12:00,1.6,39
119,수원,2024-12-14 13:00,2,39
119,수원,2024-12-14 14:00,2.2,45
119,수원,2024-12-14 15:00,2.2,44
119,수원,2024-12-14 16:00,1.6,45
119,수원,2024-12-14 17:00,1.1,51
119,수원,2024-12-14 18:00,-.2,54
119,수원,2024-12-14 19:00,-.9,54
119,수원,2024-12-14 20:00,-1.7,58
119,수원,2024-12-14 21:00,-2.3,63
119,수원,2024-12-14 22:00,-2.8,69
119,수원,2024-12-14 23:00,-3.1,72
119,수원,2024-12-15 00:00,-1.6,69
119,수원,2024-12-15 01:00,-1.4,71
119,수원,2024-12-15 02:00,-1.2,77
119,수원,2024-12-15 03:00,-1.4,82
119,수원,2024-12-15 04:00,-1.5,84
119,수원,2024-12-15 05:00,-1.3,92
119,수원,2024-12-15 06:00,-1.1,93
119,수원,2024-12-15 07:00,-1.9,93
119,수원,2024-12-15 08:00,-2.4,95
119,수원,2024-12-15 09:00,-.7,96
119,수원,2024-12-15 10:00,1.1,83
119,수원,2024-12-15 11:00,3.4,65
119,수원,2024-12-15 12:00,2.2,75
119,수원,2024-12-15 13:00,3.5,70
119,수원,2024-12-15 14:00,5.7,46
119,수원,2024-12-15 15:00,5.1,42
119,수원,2024-12-15 16:00,4.1,45
119,수원,2024-12-15 17:00,3.1,46
119,수원,2024-12-15 18:00,2.2,46
119,수원,2024-12-15 19:00,1.6,47
119,수원,2024-12-15 20:00,.8,42
119,수원,2024-12-15 21:00,.1,43
119,수원,2024-12-15 22:00,-.4,42
119,수원,2024-12-15 23:00,-1.4,46
119,수원,2024-12-16 00:00,-1.9,48
119,수원,2024-12-16 01:00,-3,58
119,수원,2024-12-16 02:00,-3.1,58
119,수원,2024-12-16 03:00,-2.7,58
119,수원,2024-12-16 04:00,-2.9,59
119,수원,2024-12-16 05:00,-3.8,65
119,수원,2024-12-16 06:00,-4.3,68
119,수원,2024-12-16 07:00,-4.6,71
119,수원,2024-12-16 08:00,-4.5,73
119,수원,2024-12-16 09:00,-1.5,63
119,수원,2024-12-16 10:00,1.1,54
119,수원,2024-12-16 11:00,3,46
119,수원,2024-12-16 12:00,3.2,44
119,수원,2024-12-16 13:00,3.3,46
119,수원,2024-12-16 14:00,2.5,70
119,수원,2024-12-16 15:00,1.6,88
119,수원,2024-12-16 16:00,2.3,84
119,수원,2024-12-16 17:00,2.2,86
119,수원,2024-12-16 18:00,1.8,90
119,수원,2024-12-16 19:00,1,92
119,수원,2024-12-16 20:00,1.1,94
119,수원,2024-12-16 21:00,.6,94
119,수원,2024-12-16 22:00,0,72
119,수원,2024-12-16 23:00,-.8,59
119,수원,2024-12-17 00:00,-1.4,60
119,수원,2024-12-17 01:00,-2.1,58
119,수원,2024-12-17 02:00,-3.1,64
119,수원,2024-12-17 03:00,-4,72
119,수원,2024-12-17 04:00,-4.6,74
119,수원,2024-12-17 05:00,-5.3,81
119,수원,2024-12-17 06:00,-5,80
119,수원,2024-12-17 07:00,-5.3,80
119,수원,2024-12-17 08:00,-5.2,84
119,수원,2024-12-17 09:00,-2.7,74
119,수원,2024-12-17 10:00,-.1,64
119,수원,2024-12-17 11:00,.7,45
119,수원,2024-12-17 12:00,1.8,32
119,수원,2024-12-17 13:00,1.8,32
119,수원,2024-12-17 14:00,2.3,38
119,수원,2024-12-17 15:00,2.3,41
119,수원,2024-12-17 16:00,2.7,44
119,수원,2024-12-17 17:00,1.6,48
119,수원,2024-12-17 18:00,.5,53
119,수원,2024-12-17 19:00,0,54
119,수원,2024-12-17 20:00,-1.3,61
119,수원,2024-12-17 21:00,-1.2,60
119,수원,2024-12-17 22:00,-1.4,58
119,수원,2024-12-17 23:00,-2.2,58
119,수원,2024-12-18 00:00,-3.2,54
119,수원,2024-12-18 01:00,-4,54
119,수원,2024-12-18 02:00,-4.6,54
119,수원,2024-12-18 03:00,-5.1,55
119,수원,2024-12-18 04:00,-5.9,59
119,수원,2024-12-18 05:00,-5.5,55
119,수원,2024-12-18 06:00,-6.2,60
119,수원,2024-12-18 07:00,-6.7,62
119,수원,2024-12-18 08:00,-7,70
119,수원,2024-12-18 09:00,-4.1,52
119,수원,2024-12-18 10:00,-2.9,43
119,수원,2024-12-18 11:00,-2.2,38
119,수원,2024-12-18 12:00,-.9,36
119,수원,2024-12-18 13:00,-1.1,36
119,수원,2024-12-18 14:00,-.8,36
119,수원,2024-12-18 15:00,-.5,33
119,수원,2024-12-18 16:00,-.2,32
119,수원,2024-12-18 17:00,-1.2,41
119,수원,2024-12-18 18:00,-2.8,46
119,수원,2024-12-18 19:00,-3.5,42
119,수원,2024-12-18 20:00,-3.7,43
119,수원,2024-12-18 21:00,-3.9,43
119,수원,2024-12-18 22:00,-4.6,47
119,수원,2024-12-18 23:00,-5.3,50
119,수원,2024-12-19 00:00,-5.7,51
119,수원,2024-12-19 01:00,-6.9,57
119,수원,2024-12-19 02:00,-6.8,57
119,수원,2024-12-19 03:00,-7.4,59
119,수원,2024-12-19 04:00,-7.9,68
119,수원,2024-12-19 05:00,-8.1,67
119,수원,2024-12-19 06:00,-8.6,68
119,수원,2024-12-19 07:00,-8.3,69
119,수원,2024-12-19 08:00,-8.3,70
119,수원,2024-12-19 09:00,-4.6,56
119,수원,2024-12-19 10:00,-1.9,46
119,수원,2024-12-19 11:00,-.5,39
119,수원,2024-12-19 12:00,1.2,36
119,수원,2024-12-19 13:00,2.4,31
119,수원,2024-12-19 14:00,3.3,29
119,수원,2024-12-19 15:00,3.3,27
119,수원,2024-12-19 16:00,3.4,29
119,수원,2024-12-19 17:00,1.8,34
119,수원,2024-12-19 18:00,.2,41
119,수원,2024-12-19 19:00,-1.1,49
119,수원,2024-12-19 20:00,-1.7,55
119,수원,2024-12-19 21:00,-2.2,59
119,수원,2024-12-19 22:00,-2.5,63
119,수원,2024-12-19 23:00,-2.6,64
119,수원,2024-12-20 00:00,-3,66
119,수원,2024-12-20 01:00,-3.2,65
119,수원,2024-12-20 02:00,-3.2,70
119,수원,2024-12-20 03:00,-3.2,69
119,수원,2024-12-20 04:00,-3.1,72
119,수원,2024-12-20 05:00,-3.5,73
119,수원,2024-12-20 06:00,-2.5,71
119,수원,2024-12-20 07:00,-2.1,68
119,수원,2024-12-20 08:00,-1.5,67
119,수원,2024-12-20 09:00,-.6,63
119,수원,2024-12-20 10:00,.7,55
119,수원,2024-12-20 11:00,1.6,51
119,수원,2024-12-20 12:00,2.3,52
119,수원,2024-12-20 13:00,2.9,53
119,수원,2024-12-20 14:00,2.9,57
119,수원,2024-12-20 15:00,2.7,67
119,수원,2024-12-20 16:00,3,68
119,수원,2024-12-20 17:00,2.4,69
119,수원,2024-12-20 18:00,1.1,73
119,수원,2024-12-20 19:00,1,75
119,수원,2024-12-20 20:00,1.3,72
119,수원,2024-12-20 21:00,1.7,72
119,수원,2024-12-20 22:00,1.2,83
119,수원,2024-12-20 23:00,.6,92
119,수원,2024-12-21 00:00,.3,94
119,수원,2024-12-21 01:00,.2,95
119,수원,2024-12-21 02:00,-.1,96
119,수원,2024-12-21 03:00,.3,96
119,수원,2024-12-21 04:00,.7,95
119,수원,2024-12-21 05:00,.5,95
119,수원,2024-12-21 06:00,1.4,84
119,수원,2024-12-21 07:00,1.3,90
119,수원,2024-12-21 08:00,1.2,89
119,수원,2024-12-21 09:00,.8,81
119,수원,2024-12-21 10:00,1.1,73
119,수원,2024-12-21 11:00,1.1,64
119,수원,2024-12-21 12:00,.7,66
119,수원,2024-12-21 13:00,.5,63
119,수원,2024-12-21 14:00,-.5,75
119,수원,2024-12-21 15:00,-.2,63
119,수원,2024-12-21 16:00,-.4,66
119,수원,2024-12-21 17:00,-.4,64
119,수원,2024-12-21 18:00,-1.1,64
119,수원,2024-12-21 19:00,-1.7,64
119,수원,2024-12-21 20:00,-2.3,61
119,수원,2024-12-21 21:00,-3,55
119,수원,2024-12-21 22:00,-3.6,53
119,수원,2024-12-21 23:00,-4.2,54
119,수원,2024-12-22 00:00,-4.4,51
119,수원,2024-12-22 01:00,-4.7,51
119,수원,2024-12-22 02:00,-5.6,55
119,수원,2024-12-22 03:00,-5.7,49
119,수원,2024-12-22 04:00,-6,49
119,수원,2024-12-22 05:00,-6.1,49
119,수원,2024-12-22 06:00,-6.3,50
119,수원,2024-12-22 07:00,-6.5,52
119,수원,2024-12-22 08:00,-6.5,54
119,수원,2024-12-22 09:00,-5.2,48
119,수원,2024-12-22 10:00,-4,44
119,수원,2024-12-22 11:00,-2.4,39
119,수원,2024-12-22 12:00,-1.5,39
119,수원,2024-12-22 13:00,-.7,36
119,수원,2024-12-22 14:00,.2,34
119,수원,2024-12-22 15:00,.5,35
119,수원,2024-12-22 16:00,.6,38
119,수원,2024-12-22 17:00,-.6,43
119,수원,2024-12-22 18:00,-1.8,48
119,수원,2024-12-22 19:00,-2.8,53
119,수원,2024-12-22 20:00,-3.8,60
119,수원,2024-12-22 21:00,-4.5,64
119,수원,2024-12-22 22:00,-4.9,69
119,수원,2024-12-22 23:00,-5.4,72
119,수원,2024-12-23 00:00,-6.1,77
119,수원,2024-12-23 01:00,-6.4,80
119,수원,2024-12-23 02:00,-6.9,83
119,수원,2024-12-23 03:00,-6.8,84
119,수원,2024-12-23 04:00,-6.7,86
119,수원,2024-12-23 05:00,-5.5,81
119,수원,2024-12-23 06:00,-5.6,81
119,수원,2024-12-23 07:00,-5.4,81
119,수원,2024-12-23 08:00,-5.5,85
119,수원,2024-12-23 09:00,-3.9,81
119,수원,2024-12-23 10:00,-1.8,75
119,수원,2024-12-23 11:00,.5,55
119,수원,2024-12-23 12:00,2.5,50
119,수원,2024-12-23 13:00,4.4,53
119,수원,2024-12-23 14:00,5.7,53
119,수원,2024-12-23 15:00,6,47
119,수원,2024-12-23 16:00,5.6,51
119,수원,2024-12-23 17:00,4.7,48
119,수원,2024-12-23 18:00,2.8,56
119,수원,2024-12-23 19:00,1.3,65
119,수원,2024-12-23 20:00,0,73
119,수원,2024-12-23 21:00,-1,79
119,수원,2024-12-23 22:00,.1,60
119,수원,2024-12-23 23:00,-.5,56
119,수원,2024-12-24 00:00,-1.1,53
119,수원,2024-12-24 01:00,-2,54
119,수원,2024-12-24 02:00,-3,57
119,수원,2024-12-24 03:00,-3.9,60
119,수원,2024-12-24 04:00,-4.2,62
119,수원,2024-12-24 05:00,-4.6,65
119,수원,2024-12-24 06:00,-5.4,74
119,수원,2024-12-24 07:00,-5.4,75
119,수원,2024-12-24 08:00,-5.7,78
119,수원,2024-12-24 09:00,-2.9,66
119,수원,2024-12-24 10:00,0,46
119,수원,2024-12-24 11:00,.9,38
119,수원,2024-12-24 12:00,2.3,35
119,수원,2024-12-24 13:00,2.9,36
119,수원,2024-12-24 14:00,3.3,29
119,수원,2024-12-24 15:00,4.2,24
119,수원,2024-12-24 16:00,4.4,29
119,수원,2024-12-24 17:00,2.7,43
119,수원,2024-12-24 18:00,.1,55
119,수원,2024-12-24 19:00,-1.2,62
119,수원,2024-12-24 20:00,-1.7,66
119,수원,2024-12-24 21:00,-1.8,70
119,수원,2024-12-24 22:00,-1.6,69
119,수원,2024-12-24 23:00,-1.6,71
119,수원,2024-12-25 00:00,-1.7,72
119,수원,2024-12-25 01:00,-1.8,73
119,수원,2024-12-25 02:00,-2.2,76
119,수원,2024-12-25 03:00,-2.2,74
119,수원,2024-12-25 04:00,-2.8,76
119,수원,2024-12-25 05:00,-2.5,78
119,수원,2024-12-25 06:00,-1.6,76
119,수원,2024-12-25 07:00,-1.6,76
119,수원,2024-12-25 08:00,-1.8,75
119,수원,2024-12-25 09:00,-.9,72
119,수원,2024-12-25 10:00,.6,65
119,수원,2024-12-25 11:00,1.6,61
119,수원,2024-12-25 12:00,2.7,60
119,수원,2024-12-25 13:00,3.9,59
119,수원,2024-12-25 14:00,5.2,55
119,수원,2024-12-25 15:00,5.5,55
119,수원,2024-12-25 16:00,5.9,54
119,수원,2024-12-25 17:00,5,57
119,수원,2024-12-25 18:00,4.1,65
119,수원,2024-12-25 19:00,4.1,66
119,수원,2024-12-25 20:00,4.1,67
119,수원,2024-12-25 21:00,3.6,70
119,수원,2024-12-25 22:00,3.9,73
119,수원,2024-12-25 23:00,3.1,80
119,수원,2024-12-26 00:00,2.6,87
119,수원,2024-12-26 01:00,2,86
119,수원,2024-12-26 02:00,2.9,74
119,수원,2024-12-26 03:00,3.6,68
119,수원,2024-12-26 04:00,3.7,70
119,수원,2024-12-26 05:00,4.2,68
119,수원,2024-12-26 06:00,3.3,68
119,수원,2024-12-26 07:00,2.1,71
119,수원,2024-12-26 08:00,1.4,68
119,수원,2024-12-26 09:00,1.8,55
119,수원,2024-12-26 10:00,1.2,43
119,수원,2024-12-26 11:00,1.6,46
119,수원,2024-12-26 12:00,1.7,42
119,수원,2024-12-26 13:00,1.9,45
119,수원,2024-12-26 14:00,1.5,48
119,수원,2024-12-26 15:00,1.3,47
119,수원,2024-12-26 16:00,1,48
119,수원,2024-12-26 17:00,.1,50
119,수원,2024-12-26 18:00,-.8,58
119,수원,2024-12-26 19:00,-1.5,60
119,수원,2024-12-26 20:00,-1.9,55
119,수원,2024-12-26 21:00,-2.7,53
119,수원,2024-12-26 22:00,-3.7,56
119,수원,2024-12-26 23:00,-4.1,58
119,수원,2024-12-27 00:00,-4.8,59
119,수원,2024-12-27 01:00,-5.1,60
119,수원,2024-12-27 02:00,-5.7,64
119,수원,2024-12-27 03:00,-5.5,61
119,수원,2024-12-27 04:00,-5.3,54
119,수원,2024-12-27 05:00,-5.7,52
119,수원,2024-12-27 06:00,-5.6,50
119,수원,2024-12-27 07:00,-6.2,52
119,수원,2024-12-27 08:00,-6.4,53
119,수원,2024-12-27 09:00,-4.3,53
119,수원,2024-12-27 10:00,-2.4,42
119,수원,2024-12-27 11:00,-1.3,36
119,수원,2024-12-27 12:00,-.1,37
119,수원,2024-12-27 13:00,.5,33
119,수원,2024-12-27 14:00,1.1,35
119,수원,2024-12-27 15:00,1.6,40
119,수원,2024-12-27 16:00,1.1,40
119,수원,2024-12-27 17:00,-.2,49
119,수원,2024-12-27 18:00,-1.1,56
119,수원,2024-12-27 19:00,-1,59
119,수원,2024-12-27 20:00,-1.8,75
119,수원,2024-12-27 21:00,-2.2,80
119,수원,2024-12-27 22:00,-2.3,87
119,수원,2024-12-27 23:00,-1.6,69
119,수원,2024-12-28 00:00,-2.6,60
119,수원,2024-12-28 01:00,-3.7,55
119,수원,2024-12-28 02:00,-4.5,54
119,수원,2024-12-28 03:00,-5.1,56
119,수원,2024-12-28 04:00,-5.1,56
119,수원,2024-12-28 05:00,-5.4,54
119,수원,2024-12-28 06:00,-5.7,47
119,수원,2024-12-28 07:00,-5.9,43
119,수원,2024-12-28 08:00,-6.8,48
119,수원,2024-12-28 09:00,-4.5,42
119,수원,2024-12-28 10:00,-3.6,39
119,수원,2024-12-28 11:00,-2.5,39
119,수원,2024-12-28 12:00,-1.3,37
119,수원,2024-12-28 13:00,-.6,39
119,수원,2024-12-28 14:00,.3,40
119,수원,2024-12-28 15:00,.1,42
119,수원,2024-12-28 16:00,.4,45
119,수원,2024-12-28 17:00,-.5,53
119,수원,2024-12-28 18:00,-1.7,63
119,수원,2024-12-28 19:00,-2.6,68
119,수원,2024-12-28 20:00,-3.2,72
119,수원,2024-12-28 21:00,-3.2,65
119,수원,2024-12-28 22:00,-3.7,67
119,수원,2024-12-28 23:00,-3.9,69
119,수원,2024-12-29 00:00,-3.4,69
119,수원,2024-12-29 01:00,-2.9,69
119,수원,2024-12-29 02:00,-2.6,71
119,수원,2024-12-29 03:00,-2.3,72
119,수원,2024-12-29 04:00,-2.1,72
119,수원,2024-12-29 05:00,-2,70
119,수원,2024-12-29 06:00,-2.9,75
119,수원,2024-12-29 07:00,-3.9,79
119,수원,2024-12-29 08:00,-4.9,82
119,수원,2024-12-29 09:00,-1.6,75
119,수원,2024-12-29 10:00,.5,67
119,수원,2024-12-29 11:00,2.5,51
119,수원,2024-12-29 12:00,3.5,41
119,수원,2024-12-29 13:00,4.5,38
119,수원,2024-12-29 14:00,5.7,39
119,수원,2024-12-29 15:00,4.5,44
119,수원,2024-12-29 16:00,4.5,51
119,수원,2024-12-29 17:00,4,56
119,수원,2024-12-29 18:00,3,62
119,수원,2024-12-29 19:00,1.9,68
119,수원,2024-12-29 20:00,.9,71
119,수원,2024-12-29 21:00,1.2,71
119,수원,2024-12-29 22:00,1.7,69
119,수원,2024-12-29 23:00,1.6,70
119,수원,2024-12-30 00:00,1.6,70
119,수원,2024-12-30 01:00,1.6,70
119,수원,2024-12-30 02:00,2.1,69
119,수원,2024-12-30 03:00,2.4,69
119,수원,2024-12-30 04:00,2.6,69
119,수원,2024-12-30 05:00,2.4,71
119,수원,2024-12-30 06:00,2.5,72
119,수원,2024-12-30 07:00,2.5,73
119,수원,2024-12-30 08:00,2.7,76
119,수원,2024-12-30 09:00,3.2,75
119,수원,2024-12-30 10:00,4.6,71
119,수원,2024-12-30 11:00,6.2,66
119,수원,2024-12-30 12:00,7.5,63
119,수원,2024-12-30 13:00,8,63
119,수원,2024-12-30 14:00,10,50
119,수원,2024-12-30 15:00,9.2,54
119,수원,2024-12-30 16:00,9,55
119,수원,2024-12-30 17:00,8.1,62
119,수원,2024-12-30 18:00,7.2,65
119,수원,2024-12-30 19:00,6.3,70
119,수원,2024-12-30 20:00,5.3,77
119,수원,2024-12-30 21:00,4.9,80
119,수원,2024-12-30 22:00,4.7,68
119,수원,2024-12-30 23:00,4.4,74
119,수원,2024-12-31 00:00,4.6,74
119,수원,2024-12-31 01:00,4.9,77
119,수원,2024-12-31 02:00,3.2,45
119,수원,2024-12-31 03:00,2.3,44
119,수원,2024-12-31 04:00,1.4,44
119,수원,2024-12-31 05:00,.3,41
119,수원,2024-12-31 06:00,-.6,43
119,수원,2024-12-31 07:00,-1.2,46
119,수원,2024-12-31 08:00,-1.4,45
119,수원,2024-12-31 09:00,-.3,40
119,수원,2024-12-31 10:00,.6,35
119,수원,2024-12-31 11:00,1.7,32
119,수원,2024-12-31 12:00,2.5,30
119,수원,2024-12-31 13:00,3.8,28
119,수원,2024-12-31 14:00,3.5,34
119,수원,2024-12-31 15:00,2.9,36
119,수원,2024-12-31 16:00,3,38
119,수원,2024-12-31 17:00,1.8,41
119,수원,2024-12-31 18:00,.1,47
119,수원,2024-12-31 19:00,-1,52
119,수원,2024-12-31 20:00,-2.3,57
119,수원,2024-12-31 21:00,-2.6,59
119,수원,2024-12-31 22:00,-3.1,64
119,수원,2024-12-31 23:00,-3.6,68
119,수원,2025-01-01 00:00,-3.8,69
119,수원,2025-01-01 01:00,-3.8,70
119,수원,2025-01-01 02:00,-4,72
119,수원,2025-01-01 03:00,-4.3,76
119,수원,2025-01-01 04:00,-4.1,76
119,수원,2025-01-01 05:00,-4.2,75
119,수원,2025-01-01 06:00,-3.7,73
119,수원,2025-01-01 07:00,-3.1,73
119,수원,2025-01-01 08:00,-3.1,74
119,수원,2025-01-01 09:00,-1.3,69
119,수원,2025-01-01 10:00,1.1,63
119,수원,2025-01-01 11:00,2.9,61
119,수원,2025-01-01 12:00,5.7,52
119,수원,2025-01-01 13:00,8.2,45
119,수원,2025-01-01 14:00,8.4,43
119,수원,2025-01-01 15:00,8.4,46
119,수원,2025-01-01 16:00,7.5,51
119,수원,2025-01-01 17:00,6.3,58
119,수원,2025-01-01 18:00,4.8,64
119,수원,2025-01-01 19:00,3.2,70
119,수원,2025-01-01 20:00,2,83
119,수원,2025-01-01 21:00,1.4,83
119,수원,2025-01-01 22:00,.2,86
119,수원,2025-01-01 23:00,-1,91
119,수원,2025-01-02 00:00,-1,92
119,수원,2025-01-02 01:00,-2,89
119,수원,2025-01-02 02:00,-2.6,81
119,수원,2025-01-02 03:00,-2.9,81
119,수원,2025-01-02 04:00,-3.4,78
119,수원,2025-01-02 05:00,-4.1,82
119,수원,2025-01-02 06:00,-4.6,84
119,수원,2025-01-02 07:00,-4.8,83
119,수원,2025-01-02 08:00,-5,83
119,수원,2025-01-02 09:00,-2.3,77
119,수원,2025-01-02 10:00,.7,60
119,수원,2025-01-02 11:00,2.6,47
119,수원,2025-01-02 12:00,4.1,29
119,수원,2025-01-02 13:00,5.1,18
119,수원,2025-01-02 14:00,5.1,18
119,수원,2025-01-02 15:00,5.3,19
119,수원,2025-01-02 16:00,5.1,20
119,수원,2025-01-02 17:00,4.3,25
119,수원,2025-01-02 18:00,2,39
119,수원,2025-01-02 19:00,.2,45
119,수원,2025-01-02 20:00,-1.1,45
119,수원,2025-01-02 21:00,-1.4,44
119,수원,2025-01-02 22:00,-2.2,47
119,수원,2025-01-02 23:00,-2.2,47
119,수원,2025-01-03 00:00,-1.6,47
119,수원,2025-01-03 01:00,-2.5,48
119,수원,2025-01-03 02:00,-3.3,47
119,수원,2025-01-03 03:00,-4.2,50
119,수원,2025-01-03 04:00,-4.7,51
119,수원,2025-01-03 05:00,-5.2,55
119,수원,2025-01-03 06:00,-5.6,58
119,수원,2025-01-03 07:00,-5.9,61
119,수원,2025-01-03 08:00,-5.9,61
119,수원,2025-01-03 09:00,-3.9,51
119,수원,2025-01-03 10:00,-1.2,35
119,수원,2025-01-03 11:00,.3,29
119,수원,2025-01-03 12:00,1.4,24
119,수원,2025-01-03 13:00,2.3,28
119,수원,2025-01-03 14:00,2.3,32
119,수원,2025-01-03 15:00,1.6,42
119,수원,2025-01-03 16:00,2.3,42
119,수원,2025-01-03 17:00,1.1,59
119,수원,2025-01-03 18:00,-.2,69
119,수원,2025-01-03 19:00,0,79
119,수원,2025-01-03 20:00,-.6,86
119,수원,2025-01-03 21:00,-.9,92
119,수원,2025-01-03 22:00,-1.4,93
119,수원,2025-01-03 23:00,-2.4,88
119,수원,2025-01-04 00:00,-2.1,69
119,수원,2025-01-04 01:00,-3.1,70
119,수원,2025-01-04 02:00,-3.7,69
119,수원,2025-01-04 03:00,-4.7,70
119,수원,2025-01-04 04:00,-5.7,73
119,수원,2025-01-04 05:00,-6,73
119,수원,2025-01-04 06:00,-6.2,71
119,수원,2025-01-04 07:00,-7.2,80
119,수원,2025-01-04 08:00,-7.7,83
119,수원,2025-01-04 09:00,-4.5,66
119,수원,2025-01-04 10:00,-1.5,50
119,수원,2025-01-04 11:00,.5,47
119,수원,2025-01-04 12:00,1.8,37
119,수원,2025-01-04 13:00,3,34
119,수원,2025-01-04 14:00,4.6,31
119,수원,2025-01-04 15:00,4.9,29
119,수원,2025-01-04 16:00,3.5,33
119,수원,2025-01-04 17:00,3,39
119,수원,2025-01-04 18:00,1.8,44
119,수원,2025-01-04 19:00,.4,50
119,수원,2025-01-04 20:00,-.5,53
119,수원,2025-01-04 21:00,-1.5,57
119,수원,2025-01-04 22:00,-1.5,58
119,수원,2025-01-04 23:00,-1.6,57
119,수원,2025-01-05 00:00,-2.3,64
119,수원,2025-01-05 01:00,-2.7,63
119,수원,2025-01-05 02:00,-1.9,61
119,수원,2025-01-05 03:00,-.6,64
119,수원,2025-01-05 04:00,-.3,67
119,수원,2025-01-05 05:00,.6,65
119,수원,2025-01-05 06:00,1,65
119,수원,2025-01-05 07:00,1,66
119,수원,2025-01-05 08:00,.7,81
119,수원,2025-01-05 09:00,-.2,95
119,수원,2025-01-05 10:00,.2,95
119,수원,2025-01-05 11:00,.8,90
119,수원,2025-01-05 12:00,1,92
119,수원,2025-01-05 13:00,1,93
119,수원,2025-01-05 14:00,1.6,93
119,수원,2025-01-05 15:00,2.4,91
119,수원,2025-01-05 16:00,2.8,91
119,수원,2025-01-05 17:00,3,92
119,수원,2025-01-05 18:00,3,91
119,수원,2025-01-05 19:00,3,92
119,수원,2025-01-05 20:00,2.9,92
119,수원,2025-01-05 21:00,2.7,92
119,수원,2025-01-05 22:00,2.9,91
119,수원,2025-01-05 23:00,2.6,93
119,수원,2025-01-06 00:00,2.6,94
119,수원,2025-01-06 01:00,2.3,94
119,수원,2025-01-06 02:00,2.4,96
119,수원,2025-01-06 03:00,1.9,96
119,수원,2025-01-06 04:00,2.4,96
119,수원,2025-01-06 05:00,1.6,96
119,수원,2025-01-06 06:00,1.5,97
119,수원,2025-01-06 07:00,1.3,97
119,수원,2025-01-06 08:00,1.1,97
119,수원,2025-01-06 09:00,1.4,98
119,수원,2025-01-06 10:00,2.3,97
119,수원,2025-01-06 11:00,3,80
119,수원,2025-01-06 12:00,2.7,74
119,수원,2025-01-06 13:00,2.5,65
119,수원,2025-01-06 14:00,2,68
119,수원,2025-01-06 15:00,2.7,62
119,수원,2025-01-06 16:00,1.9,61
119,수원,2025-01-06 17:00,1.1,58
119,수원,2025-01-06 18:00,.3,62
119,수원,2025-01-06 19:00,-.4,63
119,수원,2025-01-06 20:00,-.8,60
119,수원,2025-01-06 21:00,-1.4,60
119,수원,2025-01-06 22:00,-1.9,57
119,수원,2025-01-06 23:00,-2.6,60
119,수원,2025-01-07 00:00,-3,59
119,수원,2025-01-07 01:00,-3.3,57
119,수원,2025-01-07 02:00,-3.8,58
119,수원,2025-01-07 03:00,-4.2,59
119,수원,2025-01-07 04:00,-4,46
119,수원,2025-01-07 05:00,-4.3,47
119,수원,2025-01-07 06:00,-4.3,46
119,수원,2025-01-07 07:00,-4.3,46
119,수원,2025-01-07 08:00,-5,50
119,수원,2025-01-07 09:00,-3.6,50
119,수원,2025-01-07 10:00,-1.3,38
119,수원,2025-01-07 11:00,-1.2,36
119,수원,2025-01-07 12:00,.1,38
119,수원,2025-01-07 13:00,.5,45
119,수원,2025-01-07 14:00,.6,50
119,수원,2025-01-07 15:00,1.6,56
119,수원,2025-01-07 16:00,.9,52
119,수원,2025-01-07 17:00,.5,59
119,수원,2025-01-07 18:00,-.6,61
119,수원,2025-01-07 19:00,-.9,59
